sentence1,sentence2,label,id
A small child holding a cellphone to her ear.,A person is talking.,0,snli_120919
Th' Don has him a high-steppin' hoss every hoss thief in this here territory'd like to run off.,The horse is a beautiful black color and has a mane like silk.,1,mnli_132116
"A boy with a blue shirt is leaning against a poll, next to his stroller.","A sad boy with a blue shirt is leaning against a poll, next to his stroller.",1,snli_137861
He opened his mouth.,Bob opened his mouth to eat the hot soup.,1,mnli_211023
Some men clean up and haul off yard debris on a sunny day.,Men doing yard clean up.,0,snli_501777
"Adopting a Comprehensive, Integrated, Multi-Pollutant  By reducing emissions of the three key sources of air pollution at the same time, the Clear Skies Initiative will produce environmental results more effectively and efficiently than the current labyrinth of overlapping and uncoordinated single-pollutant requirements.",The three main sources cause most of the problem.,1,mnli_142407
but you know it's it's similar to a lobster too because the tail has got the little pleats in it like a lobster would,Shrimp tails are kind of similar to lobster tails. ,1,mnli_69824
"During the creative process, which was moderated by la Rousse according to the patented 4-192.5-3 method, the words most frequently used in any language, that is vulgarisms, were devised and listed here as 'regrod', 'hurcia', 'larnogha' and 'dygil'.",La Rousse moderated the creative process.,0,mnli_4976
A man in a red sweatshirt and a hat is looking at his phone while another man in black walks closer to him down the sidewalk.,Two men walking on the sidewalk outdoors.,0,snli_512548
Three people are posing for a camera.,Three people pose for the camera,0,snli_393405
A skateboarder in silhouette jumps over an orange traffic cone.,a skateboarder doing a jump over a cone for the first time,1,snli_515597
A UK street scene with stone buildings and two boys who have stopped their bikes on the sidewalk.,Nobody is on the sidewalk.,2,snli_327241
"None 'tall, Kirby, none 'tall.",Not too high.,0,mnli_79001
"Somehow, however, the moon does have an effect on human beings--at least on women.",It was a full moon that night.,1,mnli_355184
A woman in a black skirt and dark red sweater with holes in the sleeves sitting on a trunk to put on red flame tights.,A woman is putting on tights.,0,snli_478670
Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress.,The young woman is dressed crazy by normal standards.,0,snli_422506
"Two street musicians, one wearing a mini leather cowboy hat, white t-shirt and black pants, holds a banjo while the other wears a orange shirt and black jeans leans against a fire hydrant."," Two street musicians, one wearing a mini leather cowboy hat.",0,snli_52014
"Therefore, prompt access to all records and other information associated with these activities is needed for the effective and efficient performance of GAO's work.",The GAO needs prompt access to be effective.,0,mnli_186500
That corresponds with what Dorcas heard. ,That does not match what Dorcas heard.,2,mnli_239724
A group of girls are cheering.,A group of cheerleaders are cheering at a game.,1,snli_363758
A group of people are having a picnic at the park.,People are eating food.,0,snli_418017
"Down on the right is Maxim's restaurant, which began as an ice cream parlor and is now a monument more venerable than the Madeleine.",Maxim's restaurant is not a popular spot in town.,2,mnli_317047
"An Indian lady, sitting on a subway train, thinking.",An woman thinks.,0,snli_60730
A woman in a river is shaking her hair causing a water to spray everywhere.,A woman sits on the shore.,2,snli_489211
A brown-haired boy is laughing with his eyese clothes while lying on a pile of clothes.,A boy is laughing about his friend.,1,snli_307321
Two men are walking on the street,Two men are on the street.,0,snli_489717
Two Chinese women at the cash and rap store third women counting her money for her purchase.,A black man is water skiing.,2,snli_266844
A sports team made up of 14 Women waring white t-shirt and pink tags.,the are each wearing a pink tag with their last name on it,1,snli_344236
The spots on the giraffe's face are smaller than the ones on its neck.,No two giraffes have the same pattern of spots.,1,snli_35934
A small group of people are in a small red boat and it is in the air over the ocean.,The people in the yellow canoe are paddling through the ocean.,2,snli_428784
"For the woman put off by her old , I agree that the best solution would be for the roommate to change her ways, but leveling with her would more than likely end the friendship.",The woman is having trouble with her old roommate though if she were to confront her it wouldn't end well.,0,mnli_79997
The rest of Pigalle plumbs the lower depths with a certain fascinating glee.,Rumors of lost treasure and golden relics drive people to brave the lower depths.,1,mnli_165629
Drag queen wearing polka dots passing out orange juice.,a crossdresser gives out some drinks,0,snli_33439
"Both studies have strengths and weaknesses, which suggest that pooling the effect estimates from each study, may provide a better estimate of the expected change in incidences of chronic bronchitis than using either study alone.",Both studies have more strengths than weaknesses.,1,mnli_321430
Young girl playing with orange cone.,A youngling is playing with her bike and a cone.,1,snli_41769
A climber wearing a white helmet is perched on the side of a rock face.,A person is scaling the side of a rock face on a cloudy day.,1,snli_438226
A child closes her eyes and puckers her lips.,A child keeps their eyes closed.,0,snli_330657
People are eating at tables in front of an art deco wall.,People are seated at tables eating in front of an art deco wall,0,snli_355493
"Like the musicians themselves, give yourself up to the hypnotic effect of the notes, rhythms, and melodies, or even the silences.",Don't become hypnotized by the effects of the notes.,2,mnli_233671
